Date,Country,Competition,HomeTeam,AwayTeam,FT_HomeScore,FT_AwayScore,HT_HomeScore,HT_AwayScore,FT_HomeOdds,FT_DrawOdds,FT_AwayOdds,1H_HomeOdds,1H_DrawOdds,1H_AwayOdds,2H_HomeOdds,2H_DrawOdds,2H_AwayOdds,OU05_Over,OU05_Under,OU15_Over,OU15_Under,OU25_Over,OU25_Under,OU35_Over,OU35_Under,OU45_Over,OU45_Under,BTTS_Yes,BTTS_No,BTTS_1H_Yes,BTTS_1H_No,BTTS_2H_Yes,BTTS_2H_No,DNB_Home,DNB_Away,DC_1X,DC_12,DC_2X,URL
01 Mar 2026,Italy,Serie A,Cremonese,AC Milan,0,2,0,0,8.00,4.75,1.38,7.50,2.50,1.83,6.50,2.75,1.67,,,,,,,,,6.70,1.10,6.50,1.11,5.02,1.19,4.30,1.21,6.50,1.11,3.00,1.18,1.08,https://www.oddsportal.com/football/italy/serie-a/cremonese-ac-milan-d6IBGyNk/
01 Mar 2026,Italy,Serie A,Inter,Genoa,2,0,1,0,1.30,5.75,8.50,1.73,2.60,8.50,1.57,2.88,7.00,1.32,4.95,,,,,,,1.32,5.20,1.08,8.00,1.15,5.79,1.17,4.90,1.08,8.00,1.08,1.14,3.40,https://www.oddsportal.com/football/italy/serie-a/inter-genoa-IL6KEFi2/
01/02/2009,Italy,Serie A,Napoli,Udinese,2,2,2,2,1.91,3.2,4.5,2.5,2.1,5.0,,,,,,1.27,3.4,1.91,1.95,3.35,1.28,,,,,,,,,,,1.2,1.3,1.8,https://www.oddsportal.com/football/italy/serie-a-2008-2009/napoli-udinese-EgaEhSlj/
01/02/2009,Italy,Serie A,Juventus,Cagliari,2,3,2,1,1.4,4.33,8.5,1.75,2.63,8.0,,,,,,1.19,4.2,1.8,2.04,2.8,1.39,,,,,,,,,,,1.04,1.17,3.0,https://www.oddsportal.com/football/italy/serie-a-2008-2009/juventus-cagliari-hpbIin4d/
01/02/2010,Italy,Serie A,AS Roma,Siena,2,1,1,1,1.36,4.33,10.0,1.75,2.5,9.0,,,,,,1.22,3.95,1.8,2.1,3.0,1.35,,,,,,,,,,,,,,https://www.oddsportal.com/football/italy/serie-a-2009-2010/as-roma-siena-hfCW9DWC/
01/02/2010,Italy,Serie A,Cagliari,Fiorentina,2,2,1,1,2.5,3.1,3.0,3.2,2.0,3.5,,,,,,1.31,3.2,2.04,1.8,3.7,1.24,,,,,,,,,1.73,2.0,1.36,1.33,1.5,https://www.oddsportal.com/football/italy/serie-a-2009-2010/cagliari-fiorentina-OCexJH9Q/
01/02/2010,Italy,Serie A,AC Milan,Livorno,1,1,1,0,1.29,5.0,12.0,1.62,2.75,10.0,,,,,,1.19,4.2,1.73,2.08,2.8,1.39,,,,,,,,,1.06,9.0,1.02,1.12,3.5,https://www.oddsportal.com/football/italy/serie-a-2009-2010/ac-milan-livorno-KSbPBZ10/
01/02/2010,Italy,Serie A,Chievo,Bologna,1,1,0,1,1.91,3.0,4.75,2.5,1.91,5.0,,,,,,1.38,2.85,2.25,1.62,4.25,1.19,,,,,,,,,1.33,3.25,1.13,1.36,1.8,https://www.oddsportal.com/football/italy/serie-a-2009-2010/chievo-bologna-6y1XJcfK/
01/02/2010,Italy,Serie A,Sampdoria,Atalanta,2,0,2,0,2.1,3.1,3.75,2.8,2.0,4.33,,,,,,1.34,3.05,2.15,1.73,3.9,1.22,,,,,,,,,1.5,2.5,1.25,1.33,1.67,https://www.oddsportal.com/football/italy/serie-a-2009-2010/sampdoria-atalanta-Sp2TKwuE/
01/02/2010,Italy,Serie A,Catania,Udinese,1,1,0,1,2.29,3.2,3.2,3.0,2.1,3.75,,,,,,1.38,2.85,2.2,1.65,4.25,1.19,,,,,,,,,1.62,2.2,1.33,1.33,1.57,https://www.oddsportal.com/football/italy/serie-a-2009-2010/catania-udinese-WpBz9XoJ/
01/02/2010,Italy,Serie A,Juventus,Lazio,1,1,0,0,1.67,3.4,6.0,2.15,2.2,6.0,,,,,,1.29,3.35,2.0,1.9,3.5,1.26,,,,,,,,,1.22,4.0,1.1,1.29,2.1,https://www.oddsportal.com/football/italy/serie-a-2009-2010/juventus-lazio-x49KCFnf/
01/02/2015,Italy,Serie A,Sassuolo,Inter,3,1,2,0,3.3,3.2,2.3,3.6,2.1,3.0,3.2,2.4,2.63,1.07,10.5,1.53,2.56,2.12,1.88,3.95,1.3,8.0,1.09,1.8,1.91,,,,,2.2,1.62,1.62,1.36,1.34,https://www.oddsportal.com/football/italy/serie-a-2014-2015/sassuolo-inter-IZD8SSbd/
01/02/2015,Italy,Serie A,Genoa,Fiorentina,1,1,1,0,3.2,3.3,2.3,3.6,2.25,2.88,3.25,2.4,2.5,,,,,,,,,,,1.73,2.0,,,,,2.25,1.57,1.62,1.34,1.36,https://www.oddsportal.com/football/italy/serie-a-2014-2015/genoa-fiorentina-bXc7UlUq/
01/02/2015,Italy,Serie A,AS Roma,Empoli,1,1,0,1,1.5,4.0,7.5,2.05,2.25,6.5,1.83,2.5,5.5,1.06,12.0,1.3,3.95,2.02,1.96,3.6,1.31,7.0,1.14,2.0,1.73,,,,,1.17,5.0,1.1,1.25,2.63,https://www.oddsportal.com/football/italy/serie-a-2014-2015/as-roma-empoli-dOBuZULS/
01/02/2016,Italy,Serie A,Udinese,Lazio,0,0,0,0,3.25,3.3,2.2,3.6,2.1,2.88,3.25,2.4,2.6,1.08,8.75,1.42,2.9,2.2,1.65,4.0,1.26,8.5,1.08,1.8,1.95,,,,,2.2,1.62,1.7,1.34,1.35,https://www.oddsportal.com/football/italy/serie-a-2015-2016/udinese-lazio-C2YIAriS/
01/02/2016,Italy,Serie A,Genoa,Fiorentina,0,0,0,0,3.3,3.4,2.2,3.75,2.1,2.88,3.25,2.38,2.6,1.08,10.5,1.51,2.63,2.15,1.85,3.85,1.3,8.0,1.1,1.8,1.95,,,,,2.25,1.57,1.7,1.33,1.34,https://www.oddsportal.com/football/italy/serie-a-2015-2016/genoa-fiorentina-QoW6Dp79/
01/02/2016,Italy,Serie A,Napoli,Empoli,5,1,2,1,1.25,6.0,11.0,1.62,2.75,9.0,1.44,3.2,8.5,1.03,17.5,1.19,5.7,1.6,2.61,3.5,1.28,4.4,1.24,1.95,1.8,,,,,1.06,10.0,1.06,1.14,4.0,https://www.oddsportal.com/football/italy/serie-a-2015-2016/napoli-empoli-IqBo62aq/
01/02/2016,Italy,Serie A,Torino,Verona,0,0,0,0,1.62,3.75,5.5,2.25,2.25,5.5,2.0,2.6,4.5,1.06,11.0,1.33,3.95,2.55,1.54,3.25,1.36,6.25,1.14,1.91,1.91,,,,,1.25,3.75,1.17,1.29,2.3,https://www.oddsportal.com/football/italy/serie-a-2015-2016/torino-verona-UJEk5MEk/
01/02/2016,Italy,Serie A,AC Milan,Inter,3,0,1,0,2.55,2.9,3.0,3.4,2.05,3.4,3.0,2.2,3.1,1.11,9.7,2.7,1.5,2.4,1.67,4.75,1.23,11.0,1.08,2.0,1.75,,,,,1.8,1.91,1.36,1.4,1.5,https://www.oddsportal.com/football/italy/serie-a-2015-2016/ac-milan-inter-vkdtSqM2/
01/02/2016,Italy,Serie A,Bologna,Sampdoria,3,2,2,0,2.05,3.3,3.8,2.88,2.05,4.0,2.5,2.3,3.5,1.09,8.5,1.38,3.05,2.25,1.68,4.2,1.24,9.0,1.08,1.95,1.8,,,,,1.5,2.5,1.29,1.34,1.8,https://www.oddsportal.com/football/italy/serie-a-2015-2016/bologna-sampdoria-YBZEBOyM/
01/02/2021,Italy,Serie A,AS Roma,Verona,3,1,3,0,1.6,4.1,5.25,2.2,2.4,4.75,1.9,2.75,4.5,1.03,15.0,1.51,2.72,1.72,2.37,2.78,1.53,5.22,1.19,1.7,2.05,4.33,1.2,3.0,1.36,1.25,3.75,1.16,1.22,2.25,https://www.oddsportal.com/football/italy/serie-a-2020-2021/as-roma-verona-hMoPkRFq/
01/02/2021,Italy,Serie A,Crotone,Genoa,0,3,0,2,2.7,3.2,2.7,3.25,2.1,3.25,2.87,2.4,2.87,1.07,9.68,1.37,3.66,2.12,1.92,3.75,1.33,8.26,1.11,1.75,2.0,5.0,1.16,3.4,1.3,1.83,1.83,1.44,1.36,1.44,https://www.oddsportal.com/football/italy/serie-a-2020-2021/crotone-genoa-E74YaBwi/
01/02/2021,Italy,Serie A,Cagliari,Sassuolo,1,1,0,0,2.7,3.6,2.45,3.1,2.37,3.0,2.75,2.75,2.62,1.03,18.3,1.19,5.38,1.59,2.55,2.5,1.65,4.77,1.25,1.5,2.5,3.75,1.25,2.62,1.44,1.83,1.83,1.53,1.28,1.44,https://www.oddsportal.com/football/italy/serie-a-2020-2021/cagliari-sassuolo-dj0gemhM/
01/02/2021,Italy,Serie A,Atalanta,Lazio,1,3,0,1,1.9,3.8,3.75,2.5,2.37,4.0,2.2,2.75,3.5,1.03,18.3,2.75,1.5,1.66,2.47,2.61,1.56,5.09,1.22,1.57,2.25,3.75,1.25,2.75,1.4,1.44,2.62,1.25,1.25,1.8,https://www.oddsportal.com/football/italy/serie-a-2020-2021/atalanta-lazio-MX7tbk83/
01/02/2021,Italy,Serie A,Napoli,Parma,2,0,1,0,1.3,5.5,9.5,1.8,2.62,7.0,1.57,3.0,7.0,1.03,19.0,1.51,2.74,1.64,2.55,2.59,1.65,4.51,1.25,1.9,1.9,4.5,1.18,3.4,1.3,1.1,7.0,1.07,1.14,3.4,https://www.oddsportal.com/football/italy/serie-a-2020-2021/napoli-parma-rmdkdTxG/
01/02/2025,Italy,Serie A,Parma,Lecce,1,3,1,1,2.5,3.2,3.0,2.54,3.25,3.25,2.75,2.4,3.0,1.07,10.5,1.55,2.74,2.08,1.88,3.53,1.36,6.73,1.12,1.75,2.0,5.0,1.17,3.25,1.33,1.73,2.0,1.36,1.36,1.5,https://www.oddsportal.com/football/italy/serie-a-2024-2025/parma-lecce-EB0Jrczn/
01/02/2026,Italy,Serie A,Torino,Lecce,1,0,1,0,2.05,2.75,3.8,2.88,1.95,4.5,2.5,2.2,4.0,1.13,7.0,1.55,2.77,2.67,1.54,5.4,1.18,11.0,1.06,2.1,1.67,6.5,1.11,4.33,1.2,1.44,2.63,1.22,1.36,1.67,https://www.oddsportal.com/football/italy/serie-a/torino-lecce-MV6YO5EG/
01/02/2026,Italy,Serie A,Napoli,Fiorentina,2,1,1,0,1.91,3.2,4.33,2.6,2.1,4.5,2.25,2.3,4.33,1.08,8.6,1.4,3.41,2.58,1.58,4.2,1.28,9.0,1.09,1.95,1.8,5.5,1.14,3.75,1.25,1.36,3.0,1.2,1.36,1.83,https://www.oddsportal.com/football/italy/serie-a/napoli-fiorentina-Gbov5pNp/
01/02/2026,Italy,Serie A,Pisa,Sassuolo,1,3,0,2,3.2,3.1,2.4,3.75,2.05,3.2,3.2,2.25,2.75,1.08,8.42,2.73,1.51,2.33,1.68,4.4,1.24,9.5,1.08,1.95,1.8,5.5,1.14,3.75,1.25,2.2,1.62,1.53,1.36,1.36,https://www.oddsportal.com/football/italy/serie-a/pisa-sassuolo-E53QQRq4/
01/02/2026,Italy,Serie A,Cagliari,Verona,4,0,2,0,2.15,3.0,3.75,2.88,2.0,4.33,2.6,2.2,3.75,1.11,7.2,1.55,2.77,2.56,1.58,5.0,1.22,11.0,1.07,2.05,1.7,6.0,1.13,4.0,1.22,1.5,2.5,1.25,1.36,1.67,https://www.oddsportal.com/football/italy/serie-a/cagliari-verona-MyArGAVo/
01/03/2007,Italy,Serie A,Empoli,ACR Messina,3,1,2,0,1.73,3.1,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.oddsportal.com/football/italy/serie-a-2006-2007/empoli-acr-messina-lEBPlTkr/
01/03/2009,Italy,Serie A,Juventus,Napoli,1,0,1,0,1.67,3.4,6.0,,,,,,,,,1.27,3.4,2.04,1.8,3.35,1.28,,,,,,,,,1.17,4.33,1.1,1.29,2.1,https://www.oddsportal.com/football/italy/serie-a-2008-2009/juventus-napoli-xph3GK26/
01/03/2009,Italy,Serie A,Lazio,Bologna,2,0,1,0,1.67,3.4,6.0,,,,,,,,,1.29,3.3,2.1,1.8,3.75,1.24,,,,,,,,,1.22,4.33,1.11,1.29,2.1,https://www.oddsportal.com/football/italy/serie-a-2008-2009/lazio-bologna-bggaH0m0/
01/03/2010,Italy,Serie A,AC Milan,Atalanta,3,1,2,0,1.3,5.0,10.0,1.67,2.75,9.0,,,,,,1.22,4.05,1.73,2.08,2.9,1.36,,,,,,,,,1.08,7.5,1.04,1.13,3.25,https://www.oddsportal.com/football/italy/serie-a-2009-2010/ac-milan-atalanta-I59QhOjc/
01/03/2010,Italy,Serie A,Parma,Sampdoria,1,0,0,0,2.29,3.0,3.3,3.0,1.91,4.0,,,,,,1.43,2.65,2.38,1.62,4.55,1.17,,,,,,,,,1.53,2.38,1.29,1.36,1.57,https://www.oddsportal.com/football/italy/serie-a-2009-2010/parma-sampdoria-IccNkA12/
01/03/2010,Italy,Serie A,Napoli,AS Roma,2,2,0,0,2.38,3.1,3.1,3.1,2.0,3.75,,,,,,1.35,3.0,2.12,1.73,4.0,1.21,,,,,,,,,1.67,2.1,1.33,1.33,1.53,https://www.oddsportal.com/football/italy/serie-a-2009-2010/napoli-as-roma-d44Usbrd/
01/03/2010,Italy,Serie A,Chievo,Cagliari,2,1,1,0,2.25,3.2,3.3,3.0,2.1,4.0,,,,,,1.36,2.95,2.25,1.67,4.09,1.2,,,,,,,,,1.57,2.25,1.3,1.33,1.57,https://www.oddsportal.com/football/italy/serie-a-2009-2010/chievo-cagliari-hO1wjMzG/
01/03/2010,Italy,Serie A,Udinese,Inter,2,3,1,3,3.6,3.1,2.15,4.33,2.0,2.8,,,,,,1.26,3.4,2.0,1.8,3.35,1.28,,,,,,,,,2.5,1.5,1.62,1.33,1.29,https://www.oddsportal.com/football/italy/serie-a-2009-2010/udinese-inter-lv1MqKDq/
01/03/2010,Italy,Serie A,Juventus,Palermo,0,2,0,0,1.73,3.4,5.25,2.25,2.2,5.5,,,,,,1.26,3.55,1.9,1.9,3.25,1.3,,,,,,,,,1.29,3.5,1.12,1.29,2.0,https://www.oddsportal.com/football/italy/serie-a-2009-2010/juventus-palermo-2s5QrvTk/
01/03/2010,Italy,Serie A,Livorno,Siena,1,2,1,0,2.29,3.1,3.25,3.0,2.0,4.0,,,,,,1.43,2.65,2.31,1.65,4.55,1.17,,,,,,,,,1.62,2.2,1.29,1.33,1.57,https://www.oddsportal.com/football/italy/serie-a-2009-2010/livorno-siena-dldRlUG8/
01/03/2010,Italy,Serie A,Genoa,Bologna,3,4,3,2,1.62,3.6,6.0,2.1,2.25,6.0,,,,,,1.31,3.2,2.04,1.85,3.7,1.24,,,,,,,,,1.2,4.33,1.11,1.25,2.2,https://www.oddsportal.com/football/italy/serie-a-2009-2010/genoa-bologna-EX2Zj2L9/
01/03/2015,Italy,Serie A,Chievo,AC Milan,0,0,0,0,3.2,3.1,2.38,3.6,2.0,3.2,3.25,2.3,2.75,1.08,9.2,2.7,1.5,2.4,1.7,4.65,1.22,10.0,1.07,1.91,1.8,,,,,2.1,1.67,1.6,1.38,1.36,https://www.oddsportal.com/football/italy/serie-a-2014-2015/chievo-ac-milan-0SxdPdmt/
01/03/2015,Italy,Serie A,Cagliari,Verona,1,2,0,1,1.95,3.5,4.0,2.5,2.3,4.0,2.25,2.6,3.5,1.04,13.0,2.6,1.51,1.82,2.2,3.0,1.41,5.75,1.15,1.62,2.2,,,,,1.4,2.75,1.25,1.3,1.85,https://www.oddsportal.com/football/italy/serie-a-2014-2015/cagliari-verona-Sv8s6ZnI/
01/03/2016,Italy,Serie A,Lazio,Sassuolo,0,2,0,1,1.7,3.6,5.0,2.3,2.2,5.0,2.05,2.5,4.33,1.08,10.0,2.66,1.5,2.06,1.95,3.75,1.34,7.5,1.11,1.91,1.91,,,,,1.29,3.5,1.18,1.29,2.2,https://www.oddsportal.com/football/italy/serie-a-2015-2016/lazio-sassuolo-rR00tebA/
01/03/2016,Italy,Serie A,Fiorentina,Napoli,1,1,1,1,3.4,3.4,2.15,3.75,2.1,2.88,3.4,2.4,2.5,1.08,9.75,1.36,3.76,2.1,1.94,3.6,1.33,7.5,1.12,1.8,1.95,,,,,2.25,1.57,1.73,1.33,1.33,https://www.oddsportal.com/football/italy/serie-a-2015-2016/fiorentina-napoli-lSqqYW5j/
01/03/2020,Italy,Serie A,Lazio,Bologna,2,0,2,0,1.57,4.0,5.75,2.1,2.5,4.75,1.83,2.87,4.5,1.02,18.0,1.17,5.3,1.56,2.66,2.4,1.69,4.33,1.27,1.61,2.2,3.75,1.25,2.75,1.4,1.22,4.0,1.14,1.22,2.25,https://www.oddsportal.com/football/italy/serie-a-2019-2020/lazio-bologna-CAhqk4bj/
01/03/2020,Italy,Serie A,Napoli,Torino,2,1,1,0,1.53,4.2,6.0,2.1,2.37,5.5,1.83,2.75,5.0,1.04,13.5,1.23,4.6,1.75,2.23,2.88,1.49,5.5,1.18,1.8,1.95,4.5,1.18,3.4,1.3,1.2,4.33,1.12,1.22,2.37,https://www.oddsportal.com/football/italy/serie-a-2019-2020/napoli-torino-hrTH33Dq/
01/03/2021,Italy,Serie A,AS Roma,AC Milan,1,2,0,1,2.25,3.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.oddsportal.com/football/italy/serie-a-2020-2021/as-roma-ac-milan-8QieSiJB/
01/03/2021,Italy,Serie A,Inter,Genoa,3,0,1,0,1.16,7.0,17.0,1.57,2.87,10.0,1.4,3.4,10.0,1.03,19.0,1.19,5.43,1.58,2.72,2.46,1.66,4.3,1.25,2.2,1.61,5.5,1.14,4.0,1.22,1.05,11.0,1.02,1.1,5.0,https://www.oddsportal.com/football/italy/serie-a-2020-2021/inter-genoa-f1xjVgZh/
01/03/2021,Italy,Serie A,Napoli,Benevento,2,0,1,0,1.33,5.25,8.5,1.8,2.5,7.5,1.57,3.0,7.0,1.04,15.0,1.24,5.23,1.72,2.41,2.8,1.56,5.0,1.22,2.0,1.75,5.0,1.16,3.75,1.25,1.11,6.5,1.08,1.16,3.25,https://www.oddsportal.com/football/italy/serie-a-2020-2021/napoli-benevento-pSnGyddP/
01/03/2021,Italy,Serie A,Crotone,Cagliari,0,2,0,0,3.25,3.6,2.15,3.6,2.2,2.87,3.2,2.5,2.5,1.05,12.0,1.3,4.03,2.54,1.57,3.3,1.41,6.58,1.14,1.66,2.1,4.33,1.2,3.25,1.33,2.25,1.57,1.66,1.28,1.33,https://www.oddsportal.com/football/italy/serie-a-2020-2021/crotone-cagliari-MmvrXF4t/
01/03/2023,Italy,Serie A,Juventus,Torino,4,2,2,2,1.73,3.4,5.5,2.4,2.0,6.0,2.1,2.3,5.0,1.1,7.69,3.09,1.5,2.61,1.66,5.0,1.23,11.0,1.06,2.25,1.57,6.5,1.11,4.5,1.18,1.25,3.75,1.14,1.3,2.05,https://www.oddsportal.com/football/italy/serie-a-2022-2023/juventus-torino-QykWwvKJ/
01/03/2023,Italy,Serie A,Cremonese,AS Roma,2,1,1,0,5.5,3.3,1.75,5.5,2.0,2.4,5.0,2.3,2.1,1.1,8.0,2.81,1.54,2.51,1.68,4.49,1.22,9.34,1.07,2.2,1.62,6.5,1.11,4.33,1.2,3.75,1.25,2.0,1.33,1.14,https://www.oddsportal.com/football/italy/serie-a-2022-2023/cremonese-as-roma-G67uHGC6/
01/03/2025,Italy,Serie A,Fiorentina,Lecce,1,0,1,0,1.91,3.2,4.75,2.63,1.95,5.0,2.25,2.25,4.33,1.11,7.8,1.49,2.9,2.56,1.63,4.75,1.23,10.0,1.07,2.1,1.67,6.5,1.11,4.33,1.2,1.33,3.25,1.18,1.36,1.83,https://www.oddsportal.com/football/italy/serie-a-2024-2025/fiorentina-lecce-46UzYFuA/
01/04/2012,Italy,Serie A,Catania,AC Milan,1,1,0,1,4.0,3.2,2.0,4.33,2.1,2.63,3.75,2.4,2.29,1.07,9.0,1.33,3.4,2.04,1.78,3.7,1.29,7.0,1.1,,,,,,,2.75,1.4,1.73,1.33,1.22,https://www.oddsportal.com/football/italy/serie-a-2011-2012/catania-ac-milan-QZpAOID8/
01/04/2012,Italy,Serie A,Fiorentina,Chievo,1,2,0,1,1.8,3.25,5.0,2.4,2.1,5.5,2.1,2.38,4.5,1.08,8.0,1.38,3.0,2.25,1.62,4.25,1.22,9.0,1.07,,,,,,,1.25,3.75,1.13,1.3,1.91,https://www.oddsportal.com/football/italy/serie-a-2011-2012/fiorentina-chievo-8YGO2e6e/
01/04/2012,Italy,Serie A,Parma,Lazio,3,1,2,1,2.38,3.0,3.2,3.25,2.1,3.4,2.75,2.29,3.1,1.08,8.0,1.38,3.0,2.25,1.67,4.25,1.22,9.0,1.07,,,,,,,1.73,2.0,1.36,1.36,1.5,https://www.oddsportal.com/football/italy/serie-a-2011-2012/parma-lazio-Um5X0Zz8/
01/04/2012,Italy,Serie A,AS Roma,Novara,5,2,2,1,1.25,5.5,12.0,1.67,2.6,10.0,1.57,2.88,7.5,1.03,15.0,1.22,4.2,1.67,2.2,2.7,1.44,5.0,1.17,,,,,,,1.06,10.0,1.02,1.12,3.75,https://www.oddsportal.com/football/italy/serie-a-2011-2012/as-roma-novara-nkZIMdrL/
01/04/2012,Italy,Serie A,Cagliari,Atalanta,2,0,1,0,2.1,2.7,4.5,2.88,2.0,4.33,2.5,2.2,4.0,1.11,6.5,1.46,2.63,2.4,1.55,4.8,1.18,11.0,1.05,,,,,,,1.36,3.0,1.17,1.42,1.67,https://www.oddsportal.com/football/italy/serie-a-2011-2012/cagliari-atalanta-08DG4Hyq/
01/04/2012,Italy,Serie A,Lecce,Cesena,0,0,0,0,1.53,4.0,6.0,2.1,2.29,5.5,1.91,2.63,5.0,1.04,13.0,1.25,3.9,1.85,1.95,3.1,1.36,6.0,1.12,,,,,,,,,1.11,1.22,2.38,https://www.oddsportal.com/football/italy/serie-a-2011-2012/lecce-cesena-fVCK3yik/
01/04/2012,Italy,Serie A,Bologna,Palermo,1,3,0,0,2.38,2.5,4.2,3.1,2.0,3.6,2.6,2.38,3.25,1.08,8.0,1.31,3.4,2.1,1.75,3.7,1.29,8.0,1.08,,,,,,,1.44,2.63,1.2,1.5,1.53,https://www.oddsportal.com/football/italy/serie-a-2011-2012/bologna-palermo-0hwNLGcR/
01/04/2012,Italy,Serie A,Inter,Genoa,5,4,3,1,1.57,3.75,6.0,2.1,2.4,5.5,1.91,2.75,4.5,1.04,13.0,1.2,4.33,1.7,2.2,2.75,1.44,5.45,1.17,,,,,,,1.2,4.33,1.11,1.25,2.25,https://www.oddsportal.com/football/italy/serie-a-2011-2012/inter-genoa-jc6T1FL1/
01/04/2012,Italy,Serie A,Siena,Udinese,1,0,0,0,2.63,3.0,2.88,3.25,2.04,3.6,2.88,2.2,3.2,1.11,6.5,1.5,2.54,2.5,1.55,5.0,1.17,11.0,1.05,,,,,,,1.73,2.0,1.38,1.36,1.44,https://www.oddsportal.com/football/italy/serie-a-2011-2012/siena-udinese-IXPlHz6r/
01/04/2014,Italy,Serie A,Livorno,Inter,2,2,0,2,5.25,3.75,1.65,5.5,2.2,2.3,4.5,2.5,2.05,1.06,10.0,1.3,3.45,2.0,1.81,3.5,1.29,7.0,1.1,1.91,1.8,4.8,1.14,3.7,1.2,3.5,1.29,2.3,1.29,1.18,https://www.oddsportal.com/football/italy/serie-a-2013-2014/livorno-inter-tGy26x73/
01/04/2019,Italy,Serie A,Inter,Lazio,0,1,0,1,2.37,3.25,3.0,,,,2.75,2.4,3.0,1.07,10.5,1.54,2.55,2.03,1.88,3.55,1.32,7.5,1.11,1.75,2.0,4.6,1.17,3.2,1.27,1.72,2.0,1.4,1.35,1.6,https://www.oddsportal.com/football/italy/serie-a-2018-2019/inter-lazio-dCHUWRBj/
01/04/2019,Italy,Serie A,Fiorentina,Torino,1,1,1,1,2.2,3.25,3.5,2.87,2.1,4.0,2.5,2.4,3.4,1.08,10.0,1.52,2.6,2.13,1.9,3.7,1.33,7.5,1.11,1.75,2.0,4.7,1.16,3.35,1.25,1.53,2.37,1.3,1.35,1.7,https://www.oddsportal.com/football/italy/serie-a-2018-2019/fiorentina-torino-ltZKiTmG/
01/04/2019,Italy,Serie A,AS Roma,Napoli,1,4,1,1,3.4,3.5,2.15,3.6,2.3,2.75,3.2,2.6,2.4,1.04,14.0,1.23,4.4,1.82,2.14,2.86,1.45,5.5,1.17,1.57,2.25,4.0,1.22,2.88,1.36,2.37,1.53,1.72,1.3,1.33,https://www.oddsportal.com/football/italy/serie-a-2018-2019/as-roma-napoli-l64GfV3c/
01/04/2019,Italy,Serie A,Frosinone,Spal,0,1,0,1,3.0,3.1,2.5,3.6,1.95,3.25,3.1,2.3,2.87,1.11,8.5,1.48,3.0,2.37,1.62,4.46,1.22,10.0,1.07,1.95,1.8,5.25,1.14,3.7,1.21,2.0,1.72,1.55,1.38,1.4,https://www.oddsportal.com/football/italy/serie-a-2018-2019/frosinone-spal-fJZGh9Y9/
01/04/2019,Italy,Serie A,Bologna,Sassuolo,2,1,0,0,2.15,3.3,3.6,2.87,2.05,4.0,2.5,2.37,3.5,1.08,9.5,1.57,2.47,2.2,1.76,4.2,1.28,9.0,1.09,1.9,1.9,5.25,1.14,3.7,1.21,1.5,2.5,1.29,1.34,1.72,https://www.oddsportal.com/football/italy/serie-a-2018-2019/bologna-sassuolo-GSzDgkJ3/
01/04/2024,Italy,Serie A,Bologna,Salernitana,3,0,2,0,1.3,5.25,10.0,1.8,2.5,8.5,1.57,2.88,7.5,1.05,13.0,2.63,1.54,1.82,2.21,3.59,1.34,5.5,1.17,2.2,1.62,5.5,1.14,4.0,1.22,1.08,8.0,1.06,1.17,3.4,https://www.oddsportal.com/football/italy/serie-a-2023-2024/bologna-salernitana-vJHXjpvo/
01/04/2025,Italy,Serie A,Lazio,Torino,1,1,0,0,1.8,3.6,4.5,2.5,2.05,5.5,2.1,2.38,4.5,1.08,8.51,1.53,2.91,2.3,1.85,4.33,1.29,9.0,1.09,2.05,1.7,6.0,1.13,4.0,1.22,1.3,3.4,1.18,1.29,1.95,https://www.oddsportal.com/football/italy/serie-a-2024-2025/lazio-torino-0hCVTO0c/
01/04/2025,Italy,Serie A,Verona,Parma,0,0,0,0,2.88,3.0,2.63,3.5,2.0,3.4,3.0,2.3,2.88,1.09,8.42,1.52,2.9,2.31,1.79,4.2,1.31,9.0,1.09,1.91,1.91,5.5,1.14,3.5,1.29,1.91,1.8,1.44,1.36,1.4,https://www.oddsportal.com/football/italy/serie-a-2024-2025/verona-parma-hnk4D3GG/
01/05/2015,Italy,Serie A,Empoli,Napoli,4,2,3,0,4.5,3.6,1.83,4.33,2.25,2.4,4.0,2.5,2.1,1.05,14.0,1.26,4.2,1.9,2.05,3.25,1.39,6.25,1.15,1.73,2.0,,,,,3.25,1.33,2.0,1.29,1.2,https://www.oddsportal.com/football/italy/serie-a-2014-2015/empoli-napoli-hIRoIfb3/
01/05/2016,Italy,Serie A,Sassuolo,Verona,1,0,0,0,1.5,4.33,6.5,2.0,2.5,5.5,1.73,2.88,5.0,1.04,17.5,1.19,5.1,1.65,2.42,2.55,1.6,4.6,1.25,1.7,2.05,,,,,1.17,5.0,1.13,1.22,2.63,https://www.oddsportal.com/football/italy/serie-a-2015-2016/sassuolo-verona-4hVbd1k1/
01/05/2016,Italy,Serie A,Palermo,Sampdoria,2,0,1,0,1.91,3.6,4.0,2.5,2.3,4.0,2.2,2.6,3.75,1.05,13.5,1.26,4.3,1.82,2.15,3.05,1.43,6.0,1.17,1.67,2.1,,,,,1.4,2.75,1.25,1.29,1.91,https://www.oddsportal.com/football/italy/serie-a-2015-2016/palermo-sampdoria-rwsjbNKl/
