Date,Country,Competition,HomeTeam,AwayTeam,FT_HomeScore,FT_AwayScore,HT_HomeScore,HT_AwayScore,FT_HomeOdds,FT_DrawOdds,FT_AwayOdds,1H_HomeOdds,1H_DrawOdds,1H_AwayOdds,2H_HomeOdds,2H_DrawOdds,2H_AwayOdds,OU05_Over,OU05_Under,OU15_Over,OU15_Under,OU25_Over,OU25_Under,OU35_Over,OU35_Under,OU45_Over,OU45_Under,BTTS_Yes,BTTS_No,BTTS_1H_Yes,BTTS_1H_No,BTTS_2H_Yes,BTTS_2H_No,DNB_Home,DNB_Away,DC_1X,DC_12,DC_2X,URL
02/02/2015,Italy,Serie A,Cesena,Lazio,2,1,0,0,7.5,3.8,1.53,6.5,2.3,2.05,5.5,2.5,1.83,1.06,12.0,1.31,3.65,2.08,1.91,3.55,1.32,7.0,1.11,2.1,1.67,,,,,5.0,1.17,2.6,1.29,1.1,https://www.oddsportal.com/football/italy/serie-a-2014-2015/cesena-lazio-pt6fjWj3/
02/02/2015,Italy,Serie A,Palermo,Verona,2,1,1,1,1.75,3.7,4.75,2.25,2.3,4.75,2.05,2.6,4.33,1.05,11.0,2.48,1.57,1.91,2.08,3.1,1.38,5.95,1.14,1.73,2.0,,,,,1.29,3.5,1.2,1.3,2.05,https://www.oddsportal.com/football/italy/serie-a-2014-2015/palermo-verona-vqF4T8qj/
02/02/2015,Italy,Serie A,Chievo,Napoli,1,2,1,1,5.25,3.6,1.73,5.5,2.1,2.3,4.5,2.4,2.05,1.07,9.5,2.48,1.58,2.34,1.75,4.1,1.25,8.0,1.09,2.0,1.73,,,,,3.75,1.25,2.15,1.29,1.18,https://www.oddsportal.com/football/italy/serie-a-2014-2015/chievo-napoli-S4eakj69/
02/02/2015,Italy,Serie A,AC Milan,Parma,3,1,1,1,1.6,3.8,6.0,2.2,2.25,5.5,1.95,2.6,4.75,1.05,11.0,2.66,1.5,2.02,1.96,3.45,1.33,6.5,1.13,1.91,1.8,,,,,1.22,4.0,1.14,1.29,2.38,https://www.oddsportal.com/football/italy/serie-a-2014-2015/ac-milan-parma-6ef3lALF/
02/02/2015,Italy,Serie A,Atalanta,Cagliari,2,1,1,1,2.05,3.4,3.8,2.88,2.05,4.33,2.4,2.3,3.75,1.08,8.6,2.64,1.52,2.34,1.73,4.33,1.24,10.0,1.08,2.0,1.73,,,,,1.5,2.5,1.29,1.33,1.8,https://www.oddsportal.com/football/italy/serie-a-2014-2015/atalanta-cagliari-21CyzB6M/
02/02/2017,Italy,Serie A,Pescara,Fiorentina,1,2,1,0,3.8,3.5,2.0,4.0,2.2,2.63,3.6,2.5,2.3,1.06,15.5,2.42,1.59,1.89,2.08,3.25,1.43,6.1,1.16,1.7,2.05,4.5,1.18,,,2.63,1.44,1.83,1.3,1.29,https://www.oddsportal.com/football/italy/serie-a-2016-2017/pescara-fiorentina-td5yaMen/
02/02/2020,Italy,Serie A,Juventus,Fiorentina,3,0,1,0,1.33,5.25,8.5,1.9,2.4,7.0,1.61,2.75,7.5,1.05,14.5,2.47,1.59,1.84,2.11,3.2,1.39,6.3,1.16,2.2,1.61,6.0,1.12,4.0,1.22,1.11,6.5,1.08,1.16,3.25,https://www.oddsportal.com/football/italy/serie-a-2019-2020/juventus-fiorentina-4rxwHJn7/
02/02/2020,Italy,Serie A,Sassuolo,AS Roma,4,2,3,0,4.33,4.0,1.7,4.33,2.5,2.25,4.0,2.75,1.95,1.02,17.0,1.18,5.25,1.57,2.5,2.43,1.62,4.33,1.24,1.57,2.25,3.75,1.25,2.75,1.4,3.4,1.3,2.1,1.22,1.2,https://www.oddsportal.com/football/italy/serie-a-2019-2020/sassuolo-as-roma-2w43XvXm/
02/02/2020,Italy,Serie A,Cagliari,Parma,2,2,1,1,1.75,3.75,4.5,2.37,2.3,4.5,2.05,2.6,4.0,1.05,13.5,1.26,4.2,1.84,2.11,3.03,1.43,5.8,1.16,,,4.33,1.2,3.25,1.33,1.3,3.4,1.18,1.25,2.0,https://www.oddsportal.com/football/italy/serie-a-2019-2020/cagliari-parma-fD4aYKHs/
02/02/2020,Italy,Serie A,Bologna,Brescia,2,1,1,1,1.6,4.2,5.25,2.2,2.4,4.75,1.9,2.75,4.5,1.03,16.0,1.22,4.7,1.71,2.3,2.77,1.54,4.8,1.2,1.66,2.1,4.0,1.22,3.0,1.36,1.25,3.75,1.16,1.22,2.25,https://www.oddsportal.com/football/italy/serie-a-2019-2020/bologna-brescia-n7sYHaX0/
02/02/2025,Italy,Serie A,Juventus,Empoli,4,1,0,1,1.4,4.75,7.5,1.91,2.4,7.0,1.67,2.88,6.0,1.05,13.0,2.72,1.55,1.8,2.21,3.03,1.43,5.71,1.15,1.95,1.8,5.0,1.17,3.75,1.25,1.14,5.5,1.1,1.18,2.75,https://www.oddsportal.com/football/italy/serie-a-2024-2025/juventus-empoli-t0ciuOTg/
02/02/2025,Italy,Serie A,Udinese,Venezia,3,2,0,0,1.75,3.5,5.0,2.38,2.2,5.0,2.0,2.5,4.5,1.06,11.6,2.66,1.55,1.97,2.01,3.33,1.39,6.23,1.14,1.8,1.95,5.0,1.17,3.4,1.3,1.29,3.5,1.17,1.29,2.0,https://www.oddsportal.com/football/italy/serie-a-2024-2025/udinese-venezia-2oCZvFZA/
02/02/2025,Italy,Serie A,Atalanta,Torino,1,1,1,1,1.53,3.9,6.5,2.1,2.25,6.5,1.83,2.6,5.5,1.06,12.0,2.8,1.53,2.02,1.97,3.51,1.36,6.5,1.13,2.0,1.75,5.5,1.14,3.75,1.25,1.18,4.5,1.11,1.25,2.38,https://www.oddsportal.com/football/italy/serie-a-2024-2025/atalanta-torino-bDkKtGm1/
02/02/2025,Italy,Serie A,Bologna,Como,2,0,1,0,1.95,3.4,3.9,2.63,2.1,4.33,2.25,2.4,3.75,1.07,9.47,1.56,2.59,2.09,1.88,3.75,1.33,7.18,1.11,1.8,1.95,5.0,1.17,3.5,1.29,1.4,2.75,1.25,1.3,1.8,https://www.oddsportal.com/football/italy/serie-a-2024-2025/bologna-como-WQmSvfID/
02/02/2025,Italy,Serie A,Monza,Verona,0,1,0,1,2.4,3.0,3.25,3.1,2.05,3.75,2.75,2.3,3.2,1.1,8.42,2.66,1.58,2.28,1.73,4.0,1.27,8.05,1.09,1.91,1.91,5.5,1.14,3.5,1.29,1.62,2.2,1.33,1.36,1.53,https://www.oddsportal.com/football/italy/serie-a-2024-2025/monza-verona-Ork8ytTI/
02/02/2026,Italy,Serie A,Como,Atalanta,0,0,0,0,2.35,3.25,3.2,3.0,2.2,3.6,2.63,2.4,3.1,1.06,10.5,2.94,1.5,2.07,1.88,3.67,1.35,7.0,1.13,1.75,2.0,4.5,1.18,3.4,1.3,1.62,2.2,1.36,1.33,1.57,https://www.oddsportal.com/football/italy/serie-a/como-atalanta-SYCjEl0b/
02/02/2026,Italy,Serie A,Cremonese,Inter,0,2,0,2,11.0,4.75,1.22,10.0,2.63,1.67,9.0,3.0,1.5,1.04,17.0,1.51,2.75,1.71,2.34,2.75,1.53,5.01,1.21,2.2,1.62,6.0,1.13,4.0,1.22,10.0,1.06,3.75,1.17,1.04,https://www.oddsportal.com/football/italy/serie-a/cremonese-inter-ll1aCSUA/
02/02/2026,Italy,Serie A,Parma,Juventus,1,4,0,2,8.5,4.5,1.4,8.0,2.3,1.91,7.0,2.6,1.73,1.06,11.0,2.92,1.5,2.12,1.93,3.75,1.34,7.3,1.11,2.25,1.57,6.0,1.13,4.33,1.2,6.5,1.11,2.75,1.18,1.08,https://www.oddsportal.com/football/italy/serie-a/parma-juventus-8hYPSmFi/
02/03/2009,Italy,Serie A,Sampdoria,AC Milan,2,1,1,0,3.0,3.1,2.5,,,,,,,,,1.29,3.3,2.1,1.75,3.75,1.24,,,,,,,,,2.0,1.73,1.53,1.36,1.33,https://www.oddsportal.com/football/italy/serie-a-2008-2009/sampdoria-ac-milan-0AqfZLXt/
02/03/2009,Italy,Serie A,Inter,AS Roma,3,3,0,2,1.8,3.25,5.25,,,,,,,,,1.27,3.55,1.95,1.86,3.25,1.28,,,,,,,,,1.25,3.75,1.13,1.29,1.83,https://www.oddsportal.com/football/italy/serie-a-2008-2009/inter-as-roma-tGHTXJHa/
02/03/2009,Italy,Serie A,Siena,Genoa,0,0,0,0,2.88,2.8,2.8,,,,,,,,,1.38,2.85,2.35,1.62,4.25,1.19,,,,,,,,,1.8,1.83,1.4,1.4,1.4,https://www.oddsportal.com/football/italy/serie-a-2008-2009/siena-genoa-v1rbYumm/
02/03/2009,Italy,Serie A,Palermo,Catania,0,4,0,3,1.75,3.2,5.75,,,,,,,,,1.34,3.05,2.04,1.75,3.9,1.22,,,,,,,,,1.25,4.0,1.12,1.3,2.0,https://www.oddsportal.com/football/italy/serie-a-2008-2009/palermo-catania-URhOvrAJ/
02/03/2009,Italy,Serie A,Atalanta,Chievo,0,2,0,0,2.1,3.0,4.2,,,,,,,,,1.36,2.95,2.4,1.67,4.09,1.2,,,,,,,,,1.4,2.75,1.2,1.36,1.67,https://www.oddsportal.com/football/italy/serie-a-2008-2009/atalanta-chievo-pEiTGvIC/
02/03/2009,Italy,Serie A,Reggina,Fiorentina,1,1,1,1,3.6,3.0,2.2,,,,,,,,,1.36,2.95,2.15,1.73,4.09,1.2,,,,,,,,,2.5,1.53,1.62,1.36,1.25,https://www.oddsportal.com/football/italy/serie-a-2008-2009/reggina-fiorentina-rVdSw2PP/
02/03/2009,Italy,Serie A,Cagliari,Torino,0,0,0,0,2.0,3.1,4.2,,,,,,,,,1.36,2.95,2.25,1.64,4.09,1.2,,,,,,,,,1.36,3.0,1.18,1.33,1.73,https://www.oddsportal.com/football/italy/serie-a-2008-2009/cagliari-torino-O4jXFbXI/
02/03/2009,Italy,Serie A,Udinese,Lecce,2,0,0,0,1.73,3.3,5.25,,,,,,,,,1.27,3.4,2.04,1.8,3.35,1.28,,,,,,,,,1.22,3.75,1.1,1.3,2.0,https://www.oddsportal.com/football/italy/serie-a-2008-2009/udinese-lecce-b7fHYa2g/
02/03/2013,Italy,Serie A,Napoli,Juventus,1,1,1,1,3.0,3.2,2.38,3.6,2.1,3.1,3.1,2.38,2.75,1.07,9.0,1.34,3.25,2.1,1.7,3.75,1.31,8.0,1.11,,,,,,,2.1,1.67,1.6,1.38,1.4,https://www.oddsportal.com/football/italy/serie-a-2012-2013/napoli-juventus-2PzcVXl0/
02/03/2014,Italy,Serie A,AS Roma,Inter,0,0,0,0,1.62,3.8,5.5,2.2,2.3,5.0,1.95,2.6,4.5,1.04,13.0,1.25,3.9,1.8,2.0,3.05,1.36,6.0,1.13,1.8,1.91,4.5,1.15,3.5,1.23,1.25,3.75,1.17,1.29,2.3,https://www.oddsportal.com/football/italy/serie-a-2013-2014/as-roma-inter-61RCZbKj/
02/03/2014,Italy,Serie A,Cagliari,Udinese,3,0,1,0,2.5,3.1,2.9,3.25,2.0,3.6,2.88,2.25,3.1,1.08,8.0,1.44,2.9,2.35,1.6,4.5,1.2,10.0,1.07,2.0,1.73,5.1,1.13,3.9,1.18,1.73,2.0,1.42,1.4,1.55,https://www.oddsportal.com/football/italy/serie-a-2013-2014/cagliari-udinese-0MZvwYQr/
02/03/2015,Italy,Serie A,Atalanta,Sampdoria,1,2,1,0,2.45,3.1,3.1,3.1,2.05,3.6,2.75,2.3,3.25,1.08,8.2,2.7,1.5,2.36,1.69,4.4,1.22,10.0,1.07,1.91,1.8,,,,,1.62,2.2,1.38,1.38,1.57,https://www.oddsportal.com/football/italy/serie-a-2014-2015/atalanta-sampdoria-YHU8MfXb/
02/03/2015,Italy,Serie A,Palermo,Empoli,0,0,0,0,2.3,3.2,3.3,3.0,2.1,3.6,2.63,2.38,3.2,1.07,10.5,1.52,2.6,2.08,1.91,3.8,1.3,8.0,1.1,1.8,1.91,,,,,1.62,2.2,1.34,1.36,1.62,https://www.oddsportal.com/football/italy/serie-a-2014-2015/palermo-empoli-KE4Z7eI5/
02/03/2015,Italy,Serie A,Sassuolo,Lazio,0,3,0,1,3.9,3.4,2.0,4.0,2.2,2.63,3.6,2.5,2.3,1.06,12.0,1.3,3.85,1.99,1.99,3.45,1.33,7.0,1.11,1.73,2.0,,,,,2.63,1.44,1.83,1.33,1.29,https://www.oddsportal.com/football/italy/serie-a-2014-2015/sassuolo-lazio-lfdj4DHU/
02/03/2015,Italy,Serie A,Inter,Fiorentina,0,1,0,0,2.1,3.4,3.6,2.75,2.25,3.75,2.4,2.5,3.5,1.06,10.5,1.31,3.85,2.05,1.93,3.55,1.32,7.0,1.13,1.73,2.0,,,,,1.5,2.5,1.29,1.33,1.75,https://www.oddsportal.com/football/italy/serie-a-2014-2015/inter-fiorentina-Ey4w7FXB/
02/03/2015,Italy,Serie A,Cesena,Udinese,1,0,0,0,3.4,3.1,2.25,4.0,2.0,3.1,3.4,2.25,2.63,1.09,9.0,2.7,1.5,2.42,1.67,4.4,1.21,10.0,1.07,2.0,1.73,,,,,2.25,1.57,,,,https://www.oddsportal.com/football/italy/serie-a-2014-2015/cesena-udinese-SvUCLEn5/
02/03/2015,Italy,Serie A,Torino,Napoli,1,0,0,0,3.0,3.25,2.45,3.4,2.1,3.1,3.1,2.4,2.75,1.07,11.0,1.53,2.56,2.17,1.84,3.8,1.3,8.0,1.09,1.8,1.91,,,,,2.0,1.73,1.57,1.35,1.4,https://www.oddsportal.com/football/italy/serie-a-2014-2015/torino-napoli-vJy0OG2n/
02/03/2019,Italy,Serie A,Cagliari,Inter,2,1,2,1,5.25,3.7,1.7,5.5,2.1,2.3,4.75,2.4,2.0,1.08,10.0,1.37,3.35,2.24,1.75,4.12,1.28,8.4,1.09,2.0,1.75,5.3,1.14,3.8,1.2,3.75,1.25,2.2,1.29,1.18,https://www.oddsportal.com/football/italy/serie-a-2018-2019/cagliari-inter-by00RBID/
02/03/2020,Italy,Serie A,Cagliari,AS Roma,3,4,1,2,3.2,3.6,2.15,3.5,2.25,2.75,3.1,2.6,2.4,1.04,14.0,1.23,4.66,1.75,2.26,2.85,1.5,5.25,1.19,1.61,2.2,4.0,1.22,2.75,1.4,2.2,1.61,1.66,1.28,1.36,https://www.oddsportal.com/football/italy/serie-a-2019-2020/cagliari-as-roma-Ycno9PkM/
02/03/2020,Italy,Serie A,Lecce,Atalanta,2,7,2,2,7.5,5.25,1.36,6.0,3.0,1.72,6.0,3.25,1.57,1.02,29.0,1.51,2.81,1.35,3.62,1.91,2.13,2.95,1.49,1.5,2.5,3.4,1.3,2.5,1.5,6.0,1.12,3.0,1.16,1.1,https://www.oddsportal.com/football/italy/serie-a-2019-2020/lecce-atalanta-Uo3vjpqp/
02/03/2024,Italy,Serie A,Lazio,AC Milan,0,1,0,0,3.4,3.1,2.25,3.75,2.1,3.0,3.25,2.38,2.6,1.09,9.56,1.36,3.3,2.18,1.81,3.8,1.3,8.21,1.09,1.8,1.95,5.0,1.17,3.5,1.29,2.25,1.57,1.62,1.36,1.3,https://www.oddsportal.com/football/italy/serie-a-2023-2024/lazio-ac-milan-42USzYmm/
02/03/2025,Italy,Serie A,Udinese,Parma,1,0,1,0,1.85,3.6,4.33,2.5,2.2,4.5,2.1,2.5,4.0,1.05,12.0,1.29,4.0,2.56,1.59,3.22,1.41,6.23,1.15,1.75,2.0,4.5,1.18,3.25,1.33,1.33,3.25,1.2,1.29,1.91,https://www.oddsportal.com/football/italy/serie-a-2024-2025/udinese-parma-rLXdwBHk/
02/03/2025,Italy,Serie A,Atalanta,Venezia,0,0,0,0,1.18,7.0,15.0,1.62,2.75,9.5,1.44,3.4,8.5,1.03,23.0,2.67,1.58,1.5,2.77,2.35,1.73,4.0,1.31,2.05,1.7,5.0,1.17,3.75,1.25,1.06,10.0,1.03,1.1,4.5,https://www.oddsportal.com/football/italy/serie-a-2024-2025/atalanta-venezia-GWYtCYIj/
02/03/2025,Italy,Serie A,Monza,Torino,0,2,0,1,4.5,3.25,1.9,5.0,2.0,2.63,4.33,2.3,2.25,1.1,8.2,2.77,1.52,2.4,1.67,4.33,1.25,9.0,1.08,2.05,1.7,6.0,1.13,4.0,1.22,3.0,1.36,1.83,1.33,1.18,https://www.oddsportal.com/football/italy/serie-a-2024-2025/monza-torino-rckAnFf3/
02/03/2025,Italy,Serie A,Napoli,Inter,1,1,0,1,2.9,3.1,2.5,3.5,2.05,3.2,3.0,2.38,2.75,1.09,9.18,1.37,3.4,2.55,1.62,3.85,1.31,8.05,1.1,1.8,1.95,5.0,1.17,3.4,1.3,2.0,1.73,1.5,1.36,1.4,https://www.oddsportal.com/football/italy/serie-a-2024-2025/napoli-inter-jNhIpgPF/
02/04/2012,Italy,Serie A,Juventus,Napoli,3,0,0,0,1.73,3.6,4.75,2.29,2.29,4.5,2.04,2.6,4.0,1.04,13.0,1.22,4.0,1.91,2.04,3.1,1.4,6.2,1.13,,,,,,,1.3,3.4,1.17,1.25,2.0,https://www.oddsportal.com/football/italy/serie-a-2011-2012/juventus-napoli-4QqENxTE/
02/04/2017,Italy,Serie A,Sassuolo,Lazio,1,2,1,1,4.75,4.0,1.7,4.33,2.4,2.3,4.0,2.75,2.0,1.04,15.0,1.21,4.9,1.7,2.39,2.67,1.51,5.15,1.18,1.67,2.1,4.3,1.19,2.95,1.32,3.4,1.3,2.2,1.25,1.2,https://www.oddsportal.com/football/italy/serie-a-2016-2017/sassuolo-lazio-67WSl8cb/
02/04/2017,Italy,Serie A,Chievo,Crotone,1,2,0,0,1.75,3.6,5.0,2.5,2.1,4.75,2.1,2.4,4.5,1.09,10.5,1.53,2.58,2.23,1.82,4.2,1.28,9.4,1.08,2.0,1.75,5.75,1.12,4.2,1.17,1.33,3.25,1.18,1.29,2.1,https://www.oddsportal.com/football/italy/serie-a-2016-2017/chievo-crotone-Mwq0mGwi/
02/04/2017,Italy,Serie A,Pescara,AC Milan,1,1,1,1,5.5,4.2,1.57,4.75,2.63,2.0,4.5,3.0,1.8,1.02,26.0,1.52,2.6,2.57,1.53,2.06,1.91,3.3,1.36,1.44,2.63,3.6,1.26,2.45,1.45,4.0,1.22,,,,https://www.oddsportal.com/football/italy/serie-a-2016-2017/pescara-ac-milan-42EFu4Kp/
02/04/2017,Italy,Serie A,AS Roma,Empoli,2,0,1,0,1.18,7.0,19.0,1.5,3.1,11.0,1.33,3.6,11.0,1.02,19.0,1.15,7.1,1.46,3.04,2.18,1.83,3.7,1.33,2.0,1.75,5.4,1.14,4.1,1.17,1.03,15.0,1.02,1.11,5.0,https://www.oddsportal.com/football/italy/serie-a-2016-2017/as-roma-empoli-nNRmppCT/
02/04/2017,Italy,Serie A,Genoa,Atalanta,0,5,0,2,3.8,3.5,1.95,4.33,2.2,2.6,3.6,2.5,2.3,1.07,11.5,1.31,3.94,2.52,1.55,3.5,1.37,7.1,1.11,1.75,2.0,4.9,1.16,3.4,1.25,2.63,1.44,1.85,1.3,1.29,https://www.oddsportal.com/football/italy/serie-a-2016-2017/genoa-atalanta-rgDJvOZj/
02/04/2017,Italy,Serie A,Fiorentina,Bologna,1,0,0,0,1.5,4.2,7.0,2.05,2.5,5.5,1.8,2.75,5.0,1.04,15.0,1.2,4.9,1.71,2.35,2.7,1.51,5.15,1.2,1.7,2.05,4.25,1.2,3.15,1.28,1.18,4.5,1.11,1.25,2.63,https://www.oddsportal.com/football/italy/serie-a-2016-2017/fiorentina-bologna-zmOqoQdN/
02/04/2017,Italy,Serie A,Palermo,Cagliari,1,3,1,0,2.45,3.3,3.0,3.2,2.1,3.4,2.75,2.4,3.0,1.07,11.0,1.31,3.7,2.05,1.92,3.6,1.33,7.5,1.11,1.75,2.0,4.75,1.16,3.35,1.25,1.73,2.0,1.4,1.34,1.57,https://www.oddsportal.com/football/italy/serie-a-2016-2017/palermo-cagliari-0Us4nzgc/
02/04/2017,Italy,Serie A,Torino,Udinese,2,2,0,0,1.75,3.6,5.0,2.3,2.4,4.33,1.95,2.75,4.33,1.04,17.0,1.22,5.2,1.68,2.43,2.75,1.54,5.3,1.18,1.62,2.2,4.2,1.2,3.05,1.3,1.29,3.5,1.18,1.29,2.1,https://www.oddsportal.com/football/italy/serie-a-2016-2017/torino-udinese-EXZzmnSA/
02/04/2023,Italy,Serie A,Monza,Lazio,0,2,0,1,3.6,3.25,2.15,4.33,2.0,2.88,3.75,2.25,2.5,1.09,8.51,2.83,1.5,2.38,1.65,4.53,1.22,9.5,1.07,2.0,1.75,6.0,1.13,4.0,1.22,2.5,1.5,1.67,1.33,1.29,https://www.oddsportal.com/football/italy/serie-a-2022-2023/monza-lazio-Qc4tBro9/
02/04/2023,Italy,Serie A,Juventus,Verona,1,0,0,0,1.53,3.8,6.5,2.2,2.1,7.0,1.83,2.4,6.0,1.09,8.6,2.82,1.51,2.4,1.7,4.5,1.22,10.0,1.07,2.38,1.53,7.0,1.1,5.0,1.17,1.18,4.5,1.11,1.25,2.38,https://www.oddsportal.com/football/italy/serie-a-2022-2023/juventus-verona-n75xCOV2/
02/04/2023,Italy,Serie A,Cremonese,Atalanta,1,3,0,1,6.0,4.2,1.53,6.0,2.3,2.1,5.0,2.63,1.83,1.05,12.0,1.28,4.0,1.89,2.1,3.2,1.4,6.0,1.14,1.95,1.8,5.0,1.17,3.5,1.29,4.33,1.2,2.38,1.22,1.13,https://www.oddsportal.com/football/italy/serie-a-2022-2023/cremonese-atalanta-boTok1Ok/
02/04/2023,Italy,Serie A,Inter,Fiorentina,0,1,0,0,1.8,3.5,4.75,2.4,2.2,4.75,2.1,2.5,4.33,1.06,11.0,2.84,1.56,2.13,1.94,3.67,1.37,7.06,1.13,1.91,1.91,5.0,1.17,3.5,1.29,1.3,3.4,1.18,1.29,1.95,https://www.oddsportal.com/football/italy/serie-a-2022-2023/inter-fiorentina-K0Hfmug2/
02/04/2023,Italy,Serie A,Spezia,Salernitana,1,1,0,1,2.38,3.2,3.1,3.1,2.05,3.75,2.63,2.3,3.25,1.09,8.51,2.77,1.56,2.36,1.74,4.33,1.3,9.0,1.08,1.95,1.8,5.5,1.14,3.75,1.25,1.62,2.2,1.36,1.36,1.53,https://www.oddsportal.com/football/italy/serie-a-2022-2023/spezia-salernitana-IeqL30wq/
02/04/2023,Italy,Serie A,Bologna,Udinese,3,0,2,0,2.25,3.3,3.25,2.88,2.1,3.75,2.5,2.4,3.25,1.08,9.65,1.5,2.88,2.59,1.59,4.03,1.29,8.02,1.09,1.8,1.95,5.0,1.17,3.5,1.29,1.57,2.25,1.33,1.33,1.62,https://www.oddsportal.com/football/italy/serie-a-2022-2023/bologna-udinese-prPsjs9q/
02/04/2024,Italy,Serie A,Sassuolo,Udinese,1,1,1,1,2.75,3.3,2.55,3.4,2.1,3.2,2.88,2.4,2.75,1.06,11.0,1.53,2.77,2.13,1.92,3.5,1.34,7.06,1.11,1.75,2.0,4.5,1.18,3.25,1.33,1.91,1.8,1.5,1.33,1.4,https://www.oddsportal.com/football/italy/serie-a-2023-2024/sassuolo-udinese-GE9r9q0T/
02/04/2024,Italy,Serie A,Cagliari,Verona,1,1,0,1,2.15,3.2,3.75,2.88,2.05,4.33,2.5,2.3,3.6,1.09,8.25,2.69,1.57,2.33,1.7,4.02,1.26,8.5,1.09,1.95,1.8,5.5,1.14,3.75,1.25,1.5,2.5,1.25,1.36,1.67,https://www.oddsportal.com/football/italy/serie-a-2023-2024/cagliari-verona-hM5FFTGo/
02/04/2024,Italy,Serie A,Lecce,AS Roma,0,0,0,0,3.75,3.1,2.2,4.33,1.95,3.0,3.75,2.2,2.5,1.11,7.33,1.52,2.75,2.56,1.6,5.0,1.22,11.0,1.06,2.05,1.7,6.0,1.13,4.0,1.22,2.5,1.5,1.67,1.36,1.25,https://www.oddsportal.com/football/italy/serie-a-2023-2024/lecce-as-roma-KnGZA5VG/
02/05/2010,Italy,Serie A,Chievo,Napoli,1,2,0,1,4.0,3.3,1.95,4.5,2.1,2.6,,,,,,1.29,3.3,1.98,1.85,3.75,1.24,,,,,,,,,2.75,1.4,1.73,1.29,1.22,https://www.oddsportal.com/football/italy/serie-a-2009-2010/chievo-napoli-fLyuskxE/
02/05/2010,Italy,Serie A,Bari,Genoa,3,0,0,0,3.0,1.91,4.2,3.5,1.7,3.5,,,,,,,,1.7,2.1,,,,,,,,,,,1.62,2.2,1.26,1.67,1.29,https://www.oddsportal.com/football/italy/serie-a-2009-2010/bari-genoa-OjxxL7Ff/
02/05/2010,Italy,Serie A,Sampdoria,Livorno,2,0,1,0,1.13,7.5,21.0,1.36,3.0,15.0,,,,,,1.58,2.66,1.53,2.4,,,,,,,,,,,1.03,15.0,1.01,1.08,5.5,https://www.oddsportal.com/football/italy/serie-a-2009-2010/sampdoria-livorno-lbZmI5aD/
02/05/2010,Italy,Serie A,Catania,Juventus,1,1,1,0,3.2,3.25,2.25,3.75,2.1,3.0,,,,,,1.18,4.34,1.7,2.13,2.65,1.43,,,,,,,,,2.2,1.62,1.57,1.29,1.33,https://www.oddsportal.com/football/italy/serie-a-2009-2010/catania-juventus-A7zpJop7/
02/05/2010,Italy,Serie A,Parma,AS Roma,1,2,0,1,6.5,4.2,1.5,6.5,2.38,2.0,,,,,,1.18,4.34,1.7,2.2,2.65,1.43,,,,,,,,,4.5,1.18,2.5,1.2,1.1,https://www.oddsportal.com/football/italy/serie-a-2009-2010/parma-as-roma-0K3COtMn/
02/05/2010,Italy,Serie A,Atalanta,Bologna,1,1,1,0,1.8,3.4,4.75,2.4,2.2,5.0,,,,,,1.22,3.9,1.85,1.95,3.1,1.33,,,,,,,,,1.33,3.25,1.13,1.29,1.91,https://www.oddsportal.com/football/italy/serie-a-2009-2010/atalanta-bologna-O6KKMTpr/
02/05/2010,Italy,Serie A,Siena,Palermo,1,2,0,1,7.0,4.33,1.44,7.0,2.5,1.91,,,,,,1.19,4.34,1.73,2.15,2.65,1.43,,,,,,,,,5.0,1.17,2.63,1.2,1.08,https://www.oddsportal.com/football/italy/serie-a-2009-2010/siena-palermo-6c48PM6t/
02/05/2010,Italy,Serie A,Cagliari,Udinese,2,2,1,2,3.5,1.67,4.59,3.2,1.7,4.33,,,,,,,,1.48,2.6,,,,,,,,,,,1.62,2.2,1.15,1.97,1.28,https://www.oddsportal.com/football/italy/serie-a-2009-2010/cagliari-udinese-vB2GN0yg/
02/05/2010,Italy,Serie A,AC Milan,Fiorentina,1,0,0,0,1.57,3.8,6.0,2.1,2.29,6.0,,,,,,1.18,4.34,1.67,2.2,2.65,1.43,,,,,,,,,1.2,4.33,1.12,1.22,2.25,https://www.oddsportal.com/football/italy/serie-a-2009-2010/ac-milan-fiorentina-tSnXLm0l/
02/05/2012,Italy,Serie A,Napoli,Palermo,2,0,2,0,1.25,5.25,13.0,1.57,3.0,9.0,1.53,3.2,7.0,1.02,19.0,1.12,6.5,1.53,2.88,2.21,1.73,3.5,1.3,,,,,,,1.06,10.0,1.02,1.13,3.75,https://www.oddsportal.com/football/italy/serie-a-2011-2012/napoli-palermo-2X3CpWiK/
02/05/2012,Italy,Serie A,Chievo,AS Roma,0,0,0,0,3.2,3.25,2.25,3.6,2.2,2.88,3.2,2.5,2.5,1.05,11.0,1.29,3.9,1.95,1.96,3.25,1.33,6.5,1.11,,,,,,,2.25,1.57,1.57,1.3,1.33,https://www.oddsportal.com/football/italy/serie-a-2011-2012/chievo-as-roma-pdgHqj7Q/
02/05/2016,Italy,Serie A,Lazio,Inter,2,0,1,0,2.2,3.5,3.25,2.88,2.3,3.4,2.4,2.5,3.25,1.06,12.0,2.49,1.56,1.95,2.03,3.3,1.37,6.5,1.14,1.7,2.05,,,,,1.57,2.25,1.35,1.3,1.7,https://www.oddsportal.com/football/italy/serie-a-2015-2016/lazio-inter-Gjam3XND/
